                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     91,                 1.1066,                0.77838,                 1.3929,                0.83188,                0.73629,                0.86111,                0.48414,                 1.5857,                0.95671,                 2.0073,                0.00109,                0.00109,                0.00109
                     92,                  1.103,                0.79916,                 1.3999,                0.84756,                0.75062,                0.85818,                0.48622,                 1.5622,                0.94755,                 2.0161,               0.000991,               0.000991,               0.000991
                     93,                 1.0981,                0.77493,                 1.3887,                0.80361,                0.70825,                0.82889,                 0.4666,                 1.5792,                  1.017,                 2.0465,               0.000892,               0.000892,               0.000892
                     94,                 1.0709,                0.74499,                 1.3662,                0.80699,                0.74076,                0.84896,                0.48153,                 1.5737,                 1.0088,                 2.0436,               0.000793,               0.000793,               0.000793
                     95,                 1.1137,                0.76278,                 1.3987,                0.72996,                0.78687,                0.83827,                0.46631,                 1.5752,                 1.0251,                 2.0419,               0.000694,               0.000694,               0.000694
                     96,                 1.0823,                0.75762,                  1.387,                 0.8218,                 0.7174,                0.83879,                0.47121,                 1.5872,                 1.0055,                 2.0706,               0.000595,               0.000595,               0.000595
                     97,                 1.1069,                0.76686,                 1.3906,                0.81493,                0.72873,                0.84318,                0.47418,                 1.5828,                 1.0103,                 2.0477,               0.000496,               0.000496,               0.000496
                     98,                 1.0856,                0.74958,                 1.3841,                0.83986,                0.71242,                0.85227,                0.47818,                 1.5764,                0.98184,                 2.0533,               0.000397,               0.000397,               0.000397
                     99,                 1.0844,                0.75365,                 1.3807,                0.81813,                 0.7187,                0.84296,                0.47705,                 1.5727,                0.97706,                 2.0443,               0.000298,               0.000298,               0.000298
                    100,                 1.0795,                0.75795,                 1.3823,                0.81405,                 0.7656,                 0.8582,                0.49096,                  1.572,                0.97394,                 2.0362,               0.000199,               0.000199,               0.000199
