                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     90,                 1.0975,                0.60943,                 1.0688,                0.80626,                0.80565,                0.88996,                0.49521,                 1.7975,                0.81082,                 1.5654,               0.001189,               0.001189,               0.001189
                     91,                 1.1009,                0.59831,                  1.121,                0.78319,                0.77955,                0.86611,                0.49002,                 1.7891,                0.83744,                 1.5637,                0.00109,                0.00109,                0.00109
                     92,                 1.0985,                0.58914,                 1.1132,                0.87539,                0.72404,                0.86626,                 0.4846,                 1.7821,                0.82579,                  1.561,               0.000991,               0.000991,               0.000991
                     93,                 1.0906,                0.58194,                 1.1195,                0.83573,                0.77675,                0.88103,                0.48886,                 1.7998,                0.83881,                 1.5654,               0.000892,               0.000892,               0.000892
                     94,                 1.0866,                0.56917,                 1.1092,                0.83013,                0.73618,                0.85363,                0.48128,                  1.789,                0.85979,                  1.549,               0.000793,               0.000793,               0.000793
                     95,                 1.0672,                0.57379,                  1.097,                0.86894,                0.76967,                0.88044,                 0.5005,                 1.8052,                0.82828,                  1.559,               0.000694,               0.000694,               0.000694
                     96,                 1.0746,                0.56497,                 1.1164,                0.84997,                0.76256,                0.87612,                0.49261,                 1.7905,                0.85573,                 1.5538,               0.000595,               0.000595,               0.000595
                     97,                  1.071,                0.56096,                 1.0913,                0.82079,                0.75258,                0.86281,                0.48373,                   1.79,                0.83086,                 1.5547,               0.000496,               0.000496,               0.000496
                     98,                 1.0617,                0.54784,                 1.1001,                0.86009,                 0.7694,                0.88624,                0.50027,                 1.7893,                0.81392,                 1.5615,               0.000397,               0.000397,               0.000397
                     99,                 1.0565,                0.54121,                 1.0934,                0.89454,                0.73709,                0.87658,                 0.4994,                 1.7893,                0.81597,                  1.556,               0.000298,               0.000298,               0.000298
                    100,                 1.0476,                0.53744,                 1.0845,                0.80398,                0.77306,                 0.8705,                0.49901,                 1.7888,                0.83894,                 1.5535,               0.000199,               0.000199,               0.000199
